ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,PubMedIDs
Dactinomycin,D003609,50-76-0,Stevens-Johnson Syndrome,MESH:D013262,marker/mechanism,25811541
Dactinomycin,D003609,50-76-0,Teratoma,MESH:D013724,therapeutic,2859431
Dactinomycin,D003609,50-76-0,Thrombocytopenia,MESH:D013921,marker/mechanism,11378345|4371666|4551437
Dactinomycin,D003609,50-76-0,Tremor,MESH:D014202,marker/mechanism,4117482
Dactinomycin,D003609,50-76-0,Urinary Bladder Neoplasms,MESH:D001749,marker/mechanism,12748258|6250267
Dactinomycin,D003609,50-76-0,Vomiting,MESH:D014839,marker/mechanism,5101343|7865862
Dactinomycin,D003609,50-76-0,Wilms Tumor,MESH:D009396,therapeutic,1318536|15838404|169340|184343|19672975|2561915|5501370|6287875|7991279|9007466|9251728|9722902|9849483
dactolisib,C531198,,Breast Neoplasms,MESH:D001943,therapeutic,21633166
dactolisib,C531198,,Hypertension,MESH:D006973,therapeutic,22949526
dactolisib,C531198,,Lung Neoplasms,MESH:D008175,therapeutic,21498705
dactolisib,C531198,,Ovarian Neoplasms,MESH:D010051,therapeutic,21372221
dactolisib,C531198,,Urologic Neoplasms,MESH:D014571,therapeutic,23651616
daidzein,C004742,486-66-8,Adenocarcinoma,MESH:D000230,therapeutic,11473722
daidzein,C004742,486-66-8,Amnesia,MESH:D000647,therapeutic,16428827
daidzein,C004742,486-66-8,Anxiety Disorders,MESH:D001008,therapeutic,39425453
daidzein,C004742,486-66-8,"Brain Injuries, Traumatic",MESH:D000070642,therapeutic,39425453
daidzein,C004742,486-66-8,Cardiovascular Diseases,MESH:D002318,therapeutic,16332659
daidzein,C004742,486-66-8,Congenital Abnormalities,MESH:D000013,marker/mechanism,23770295
daidzein,C004742,486-66-8,"Diabetes Mellitus, Type 2",MESH:D003924,therapeutic,16647724
daidzein,C004742,486-66-8,Edema,MESH:D004487,therapeutic,22981962
daidzein,C004742,486-66-8,Endometrial Neoplasms,MESH:D016889,therapeutic,11473722
daidzein,C004742,486-66-8,Erectile Dysfunction,MESH:D007172,marker/mechanism,14972507|17905136
daidzein,C004742,486-66-8,Gynecomastia,MESH:D006177,marker/mechanism,23770295
daidzein,C004742,486-66-8,Hyperalgesia,MESH:D006930,therapeutic,39425453
daidzein,C004742,486-66-8,Hyperplasia,MESH:D006965,therapeutic,22981962
daidzein,C004742,486-66-8,Hypertension,MESH:D006973,therapeutic,17169123
daidzein,C004742,486-66-8,Leukemic Infiltration,MESH:D017254,therapeutic,22981962
daidzein,C004742,486-66-8,Memory Disorders,MESH:D008569,therapeutic,21052945
daidzein,C004742,486-66-8,Neurologic Manifestations,MESH:D009461,therapeutic,39425453
daidzein,C004742,486-66-8,Ventricular Fibrillation,MESH:D014693,therapeutic,15015382
daidzein,C004742,486-66-8,Weight Loss,MESH:D015431,marker/mechanism,39954026
daidzin,C013908,552-66-9,Epilepsy,MESH:D004827,therapeutic,32450180
daidzin,C013908,552-66-9,Memory Disorders,MESH:D008569,therapeutic,21052945
daidzin,C013908,552-66-9,Prostatic Neoplasms,MESH:D011471,therapeutic,10965018
daidzin,C013908,552-66-9,Seizures,MESH:D012640,therapeutic,32450180
dalbavancin,C469289,,Gram-Positive Bacterial Infections,MESH:D016908,therapeutic,17083861
dalcetrapib,C411602,,Atherosclerosis,MESH:D050197,therapeutic,18414186
dalcetrapib,C411602,,Hepatomegaly,MESH:D006529,marker/mechanism,22293087
dalcetrapib,C411602,,Liver Neoplasms,MESH:D008113,marker/mechanism,22293087
Dalteparin,D017985,,Acute Coronary Syndrome,MESH:D054058,therapeutic,11407108
Dalteparin,D017985,,Anaphylaxis,MESH:D000707,marker/mechanism,11936715
Dalteparin,D017985,,"Angina, Unstable",MESH:D000789,therapeutic,11869846
Dalteparin,D017985,,Disseminated Intravascular Coagulation,MESH:D004211,marker/mechanism,1851989
Dalteparin,D017985,,Headache,MESH:D006261,marker/mechanism,7975797
Dalteparin,D017985,,"Liver Cirrhosis, Experimental",MESH:D008106,therapeutic,17166617
Dalteparin,D017985,,Pulmonary Embolism,MESH:D011655,marker/mechanism,1851989
Dalteparin,D017985,,Thrombocytopenia,MESH:D013921,marker/mechanism,11936715|1851989
daltroban,C051762,105218-03-9,Thrombosis,MESH:D013927,therapeutic,9218700
daminozide,C014499,1596-84-5,Brain Injuries,MESH:D001930,marker/mechanism,38851594
daminozide,C014499,1596-84-5,Memory Disorders,MESH:D008569,marker/mechanism,38851594
damvar,C019161,62782-57-4,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,522925
damvar,C019161,62782-57-4,Heart Diseases,MESH:D006331,marker/mechanism,522925
danaparoid,C035838,83513-48-8,"Abortion, Spontaneous",MESH:D000022,marker/mechanism,19656552
danaparoid,C035838,83513-48-8,Arterial Occlusive Diseases,MESH:D001157,marker/mechanism,12890149
danaparoid,C035838,83513-48-8,Coronary Artery Disease,MESH:D003324,marker/mechanism,12890149
danaparoid,C035838,83513-48-8,Hemorrhage,MESH:D006470,marker/mechanism,19656552
danaparoid,C035838,83513-48-8,Intestinal Diseases,MESH:D007410,marker/mechanism,12890149
danaparoid,C035838,83513-48-8,Ischemic Stroke,MESH:D000083242,therapeutic,9932617
danaparoid,C035838,83513-48-8,Necrosis,MESH:D009336,marker/mechanism,12890149
danaparoid,C035838,83513-48-8,"Pregnancy Complications, Hematologic",MESH:D011250,marker/mechanism,19656552
danaparoid,C035838,83513-48-8,Thrombocytopenia,MESH:D013921,marker/mechanism,12890149|17954999
danaparoid,C035838,83513-48-8,Thrombocytopenia,MESH:D013921,therapeutic,1310879|16651880|19519692|9390592
danaparoid,C035838,83513-48-8,Thromboembolism,MESH:D013923,marker/mechanism,10877545|19656552
danaparoid,C035838,83513-48-8,Thromboembolism,MESH:D013923,therapeutic,9360077
danaparoid,C035838,83513-48-8,Thrombosis,MESH:D013927,marker/mechanism,9054269
danaparoid,C035838,83513-48-8,Thrombosis,MESH:D013927,therapeutic,10981327|1379384|8446935
danaparoid,C035838,83513-48-8,Venous Thrombosis,MESH:D020246,marker/mechanism,12890149
danaparoid,C035838,83513-48-8,Venous Thrombosis,MESH:D020246,therapeutic,19519692
Danazol,D003613,17230-88-5,Acne Vulgaris,MESH:D000152,marker/mechanism,6453071|9764869
Danazol,D003613,17230-88-5,Acute Kidney Injury,MESH:D058186,marker/mechanism,14712320
Danazol,D003613,17230-88-5,Adenoma,MESH:D000236,marker/mechanism,15495253|2848945
Danazol,D003613,17230-88-5,"Adenoma, Liver Cell",MESH:D018248,marker/mechanism,10199359|11983460|15221322|1654873|2159700|2561047
Danazol,D003613,17230-88-5,"Anemia, Aplastic",MESH:D000741,marker/mechanism,15493589
Danazol,D003613,17230-88-5,"Anemia, Aplastic",MESH:D000741,therapeutic,10544668
Danazol,D003613,17230-88-5,"Anemia, Hemolytic, Autoimmune",MESH:D000744,therapeutic,2913802
Danazol,D003613,17230-88-5,Angioedema,MESH:D000799,therapeutic,10199359|16710600|6102641|9875659
Danazol,D003613,17230-88-5,"Angioedemas, Hereditary",MESH:D054179,therapeutic,19477491|2358093|3941465|434701|7425772|9538488
Danazol,D003613,17230-88-5,Anxiety Disorders,MESH:D001008,marker/mechanism,8422721
Danazol,D003613,17230-88-5,Arthralgia,MESH:D018771,marker/mechanism,6453071
Danazol,D003613,17230-88-5,Arthritis,MESH:D001168,marker/mechanism,656167
Danazol,D003613,17230-88-5,Bile Duct Neoplasms,MESH:D001650,marker/mechanism,9293063
Danazol,D003613,17230-88-5,Brain Diseases,MESH:D001927,marker/mechanism,3227518
Danazol,D003613,17230-88-5,Breast Neoplasms,MESH:D001943,therapeutic,6697011
Danazol,D003613,17230-88-5,"Carcinoma, Hepatocellular",MESH:D006528,marker/mechanism,12651980|2578590|2848945|9875659
Danazol,D003613,17230-88-5,Carotid Artery Thrombosis,MESH:D002341,marker/mechanism,2759149
Danazol,D003613,17230-88-5,Carpal Tunnel Syndrome,MESH:D002349,marker/mechanism,1940991|656167|6614076
Danazol,D003613,17230-88-5,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,11862774|2390854|33814510|7991863
Danazol,D003613,17230-88-5,"Cholangitis, Sclerosing",MESH:D015209,marker/mechanism,2133530
Danazol,D003613,17230-88-5,Cholestasis,MESH:D002779,marker/mechanism,2929566|8497444|8883334
Danazol,D003613,17230-88-5,"Cholestasis, Intrahepatic",MESH:D002780,marker/mechanism,3717792|9360432
Danazol,D003613,17230-88-5,Cystitis,MESH:D003556,marker/mechanism,3941465
Danazol,D003613,17230-88-5,Depressive Disorder,MESH:D003866,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Dyslipidemias,MESH:D050171,marker/mechanism,6562983
Danazol,D003613,17230-88-5,Edema,MESH:D004487,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Endometriosis,MESH:D004715,therapeutic,11757752|15221322|19148548|21261738|2616424|2741896|3750010|6102641|6453026|6453071|6562983|9248340|9696224|9764869
Danazol,D003613,17230-88-5,Fatigue,MESH:D005221,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Fibroma,MESH:D005350,therapeutic,10494874
Danazol,D003613,17230-88-5,Focal Nodular Hyperplasia,MESH:D020518,marker/mechanism,16710600
Danazol,D003613,17230-88-5,Hamartoma,MESH:D006222,marker/mechanism,9293063
Danazol,D003613,17230-88-5,Headache,MESH:D006261,marker/mechanism,6453071|9764869
Danazol,D003613,17230-88-5,"Hearing Loss, Bilateral",MESH:D006312,marker/mechanism,6726709
Danazol,D003613,17230-88-5,"Hearing Loss, Sensorineural",MESH:D006319,marker/mechanism,6726709
Danazol,D003613,17230-88-5,Hematuria,MESH:D006417,marker/mechanism,3941465
Danazol,D003613,17230-88-5,"Hemoglobinuria, Paroxysmal",MESH:D006457,therapeutic,2133530
Danazol,D003613,17230-88-5,Hemorrhage,MESH:D006470,marker/mechanism,7146883
Danazol,D003613,17230-88-5,Hepatomegaly,MESH:D006529,marker/mechanism,12651980|28108177
Danazol,D003613,17230-88-5,Hereditary Angioedema Types I and II,MESH:D056829,therapeutic,15806011|18387221|4014294
Danazol,D003613,17230-88-5,Hirsutism,MESH:D006628,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Hot Flashes,MESH:D019584,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Hypercalcemia,MESH:D006934,marker/mechanism,2616424|6697011
Danazol,D003613,17230-88-5,Hyperlipoproteinemias,MESH:D006951,marker/mechanism,15806011
Danazol,D003613,17230-88-5,Hyperprolactinemia,MESH:D006966,therapeutic,4087275
Danazol,D003613,17230-88-5,Hypertension,MESH:D006973,marker/mechanism,7425772
Danazol,D003613,17230-88-5,Hypoalphalipoproteinemias,MESH:D052456,marker/mechanism,15806011
Danazol,D003613,17230-88-5,Idiopathic intracranial hypertension with papilledema,MESH:C531795,marker/mechanism,2913802
Danazol,D003613,17230-88-5,Jaundice,MESH:D007565,marker/mechanism,2929566|6102641|8497444
Danazol,D003613,17230-88-5,"Jaundice, Obstructive",MESH:D041781,marker/mechanism,1494534
Danazol,D003613,17230-88-5,Leiomyoma,MESH:D007889,therapeutic,1654873
Danazol,D003613,17230-88-5,Liver Diseases,MESH:D008107,marker/mechanism,16710600|6102641
Danazol,D003613,17230-88-5,"Liver Failure, Acute",MESH:D017114,marker/mechanism,11757752
Danazol,D003613,17230-88-5,Menorrhagia,MESH:D008595,therapeutic,2374906|7146883
Danazol,D003613,17230-88-5,Menstruation Disturbances,MESH:D008599,marker/mechanism,2358093|9764869
Danazol,D003613,17230-88-5,Mood Disorders,MESH:D019964,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Muscle Cramp,MESH:D009120,marker/mechanism,2358093|7344033|9764869
Danazol,D003613,17230-88-5,Muscular Diseases,MESH:D009135,marker/mechanism,434701
Danazol,D003613,17230-88-5,Nausea,MESH:D009325,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Neutropenia,MESH:D009503,therapeutic,2913802
Danazol,D003613,17230-88-5,Pain,MESH:D010146,marker/mechanism,9764869
Danazol,D003613,17230-88-5,Pain,MESH:D010146,therapeutic,9696224
Danazol,D003613,17230-88-5,Pancreatitis,MESH:D010195,marker/mechanism,2390854
Danazol,D003613,17230-88-5,Pancytopenia,MESH:D010198,therapeutic,11757752
Danazol,D003613,17230-88-5,Papilledema,MESH:D010211,marker/mechanism,2913802
Danazol,D003613,17230-88-5,Peliosis Hepatis,MESH:D010382,marker/mechanism,4038421|7847311
Danazol,D003613,17230-88-5,Primary Myelofibrosis,MESH:D055728,therapeutic,7847311
Danazol,D003613,17230-88-5,Pruritus,MESH:D011537,marker/mechanism,2929566
Danazol,D003613,17230-88-5,Pseudotumor Cerebri,MESH:D011559,marker/mechanism,1870243|1940991|2133530|2374906|3109637
Danazol,D003613,17230-88-5,Pulmonary Emphysema,MESH:D011656,therapeutic,9360432
Danazol,D003613,17230-88-5,"Purpura, Thrombocytopenic",MESH:D011696,therapeutic,2159700
Danazol,D003613,17230-88-5,"Purpura, Thrombocytopenic, Idiopathic",MESH:D016553,therapeutic,10919136|1494534|3717792|3938438
Danazol,D003613,17230-88-5,Renal Insufficiency,MESH:D051437,marker/mechanism,8497444
Danazol,D003613,17230-88-5,Rhabdomyolysis,MESH:D012206,marker/mechanism,14712320
Danazol,D003613,17230-88-5,"Sinus Thrombosis, Intracranial",MESH:D012851,marker/mechanism,9248340
Danazol,D003613,17230-88-5,Sleep Initiation and Maintenance Disorders,MESH:D007319,marker/mechanism,8422721
Danazol,D003613,17230-88-5,Splenic Diseases,MESH:D013158,marker/mechanism,7847311
Danazol,D003613,17230-88-5,Stevens-Johnson Syndrome,MESH:D013262,marker/mechanism,25811541
Danazol,D003613,17230-88-5,Subarachnoid Hemorrhage,MESH:D013345,marker/mechanism,1886315
Danazol,D003613,17230-88-5,Substance Withdrawal Syndrome,MESH:D013375,marker/mechanism,1870243
Danazol,D003613,17230-88-5,Thrombocytopenia,MESH:D013921,therapeutic,12651980
Danazol,D003613,17230-88-5,Thrombosis,MESH:D013927,marker/mechanism,11743571
Danazol,D003613,17230-88-5,Voice Disorders,MESH:D014832,marker/mechanism,10622516|6412898
Danazol,D003613,17230-88-5,Weight Gain,MESH:D015430,marker/mechanism,2358093|6453071|8422721
danggui buxue decoction,C477279,,"Diabetes Mellitus, Experimental",MESH:D003921,therapeutic,16523407
danggui buxue decoction,C477279,,Diabetic Nephropathies,MESH:D003928,therapeutic,16523407
danggui buxue decoction,C477279,,Dyslipidemias,MESH:D050171,therapeutic,16523407
dang-gui-ji-hwang-yeum,C496026,,Osteoporosis,MESH:D010024,therapeutic,15344418
danggui-shaoyao-san,C531150,,Learning Disabilities,MESH:D007859,therapeutic,11749816
danitracen,C073318,31232-26-5,Catalepsy,MESH:D002375,therapeutic,945050
danitracen,C073318,31232-26-5,Personality Disorders,MESH:D010554,therapeutic,575199
danqi piantang jiaonang,C539199,,Dysmenorrhea,MESH:D004412,marker/mechanism,16499031
danqi piantang jiaonang,C539199,,Hyperlipidemias,MESH:D006949,marker/mechanism,16499031
danqi piantang jiaonang,C539199,,Hypoxia,MESH:D000860,therapeutic,16499031
danqi piantang jiaonang,C539199,,Myocardial Ischemia,MESH:D017202,therapeutic,16499031
danqi piantang jiaonang,C539199,,Pain,MESH:D010146,marker/mechanism,16499031
dan-shen root extract,C028972,,Cardiovascular Diseases,MESH:D002318,therapeutic,20863820
dan-shen root extract,C028972,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,17639557
dan-shen root extract,C028972,,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,17639557
dan-shen root extract,C028972,,Heart Diseases,MESH:D006331,therapeutic,17639557
dan-shen root extract,C028972,,Myocardial Infarction,MESH:D009203,therapeutic,33729688
Dantrolene,D003620,7261-97-4,Anorexia,MESH:D000855,marker/mechanism,946274
Dantrolene,D003620,7261-97-4,Atrioventricular Block,MESH:D054537,marker/mechanism,6711841
Dantrolene,D003620,7261-97-4,"Carcinoma, Transitional Cell",MESH:D002295,marker/mechanism,17924939
Dantrolene,D003620,7261-97-4,Cardiomyopathies,MESH:D009202,therapeutic,15222403
Dantrolene,D003620,7261-97-4,Catatonia,MESH:D002389,therapeutic,2399829
Dantrolene,D003620,7261-97-4,Cerebral Palsy,MESH:D002547,therapeutic,1107103
Dantrolene,D003620,7261-97-4,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,15674093|17868276|18524759|761834|838213|946274
Dantrolene,D003620,7261-97-4,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,32795494
Dantrolene,D003620,7261-97-4,Cholestasis,MESH:D002779,marker/mechanism,946274
Dantrolene,D003620,7261-97-4,Dizziness,MESH:D004244,marker/mechanism,16192781|7861811
Dantrolene,D003620,7261-97-4,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,marker/mechanism,15685264
Dantrolene,D003620,7261-97-4,Fasciculation,MESH:D005207,therapeutic,375768
Dantrolene,D003620,7261-97-4,Fatigue,MESH:D005221,marker/mechanism,7861811
Dantrolene,D003620,7261-97-4,Fever,MESH:D005334,therapeutic,15859445|16931708|7079122
Dantrolene,D003620,7261-97-4,Hallucinations,MESH:D006212,marker/mechanism,1111870
Dantrolene,D003620,7261-97-4,"Hearing Loss, Bilateral",MESH:D006312,marker/mechanism,3343565
Dantrolene,D003620,7261-97-4,"Hearing Loss, Sensorineural",MESH:D006319,marker/mechanism,3343565
Dantrolene,D003620,7261-97-4,"Hearing Loss, Sudden",MESH:D003639,marker/mechanism,3343565
Dantrolene,D003620,7261-97-4,Heart Arrest,MESH:D006323,marker/mechanism,6711841
Dantrolene,D003620,7261-97-4,Heart Failure,MESH:D006333,marker/mechanism,3826797
Dantrolene,D003620,7261-97-4,Hematuria,MESH:D006417,marker/mechanism,17924939
Dantrolene,D003620,7261-97-4,Hepatitis,MESH:D006505,marker/mechanism,761834
Dantrolene,D003620,7261-97-4,"Hepatitis, Chronic",MESH:D006521,marker/mechanism,14986274
Dantrolene,D003620,7261-97-4,Hepatomegaly,MESH:D006529,marker/mechanism,28108177
Dantrolene,D003620,7261-97-4,Hyperkalemia,MESH:D006947,marker/mechanism,6711841
Dantrolene,D003620,7261-97-4,Hyperkalemia,MESH:D006947,therapeutic,375768
Dantrolene,D003620,7261-97-4,Jaundice,MESH:D007565,marker/mechanism,946274
Dantrolene,D003620,7261-97-4,"Leukemia, Lymphocytic, Chronic, B-Cell",MESH:D015451,marker/mechanism,6893628
Dantrolene,D003620,7261-97-4,Liver Neoplasms,MESH:D008113,marker/mechanism,25058030
Dantrolene,D003620,7261-97-4,Malignant Hyperthermia,MESH:D008305,therapeutic,10023282|11278295|20944434|7861811|8442973|9052921
Dantrolene,D003620,7261-97-4,Miyoshi myopathy,MESH:C537480,therapeutic,17868276
Dantrolene,D003620,7261-97-4,Muscle Cramp,MESH:D009120,therapeutic,23164761
Dantrolene,D003620,7261-97-4,Muscle Hypertonia,MESH:D009122,therapeutic,7079122
Dantrolene,D003620,7261-97-4,Muscle Rigidity,MESH:D009127,therapeutic,3729640|8059048|9017254
Dantrolene,D003620,7261-97-4,Muscle Weakness,MESH:D018908,marker/mechanism,16192781|7861811
Dantrolene,D003620,7261-97-4,Muscle Weakness,MESH:D018908,therapeutic,7486124
Dantrolene,D003620,7261-97-4,Muscular Diseases,MESH:D009135,marker/mechanism,8101521
Dantrolene,D003620,7261-97-4,Muscular Diseases,MESH:D009135,therapeutic,375768
Dantrolene,D003620,7261-97-4,Myoclonus,MESH:D009207,therapeutic,14652121|7486124
Dantrolene,D003620,7261-97-4,Nausea,MESH:D009325,marker/mechanism,946274
Dantrolene,D003620,7261-97-4,Neuroleptic Malignant Syndrome,MESH:D009459,therapeutic,10675082|12397878|1295627|15362259|1587202|16669738|17119106|2044308|2925603|6123782|6614876|6682201|6824251|7999444|9128030
Dantrolene,D003620,7261-97-4,Pain,MESH:D010146,therapeutic,375768
Dantrolene,D003620,7261-97-4,Pancreatitis,MESH:D010195,therapeutic,22517774
Dantrolene,D003620,7261-97-4,Paraplegia,MESH:D010264,therapeutic,6893628
Dantrolene,D003620,7261-97-4,Pericarditis,MESH:D010493,marker/mechanism,501885|6736987
Dantrolene,D003620,7261-97-4,Pleural Effusion,MESH:D010996,marker/mechanism,501885|6736987
Dantrolene,D003620,7261-97-4,Pneumonia,MESH:D011014,marker/mechanism,6736987
Dantrolene,D003620,7261-97-4,Pulmonary Edema,MESH:D011654,marker/mechanism,3826797
Dantrolene,D003620,7261-97-4,Seizures,MESH:D012640,marker/mechanism,1107103
Dantrolene,D003620,7261-97-4,Seizures,MESH:D012640,therapeutic,8532155
Dantrolene,D003620,7261-97-4,Spasm,MESH:D013035,therapeutic,1107103
Dantrolene,D003620,7261-97-4,Stomach Ulcer,MESH:D013276,therapeutic,12123631
Dantrolene,D003620,7261-97-4,"Tachycardia, Ventricular",MESH:D017180,therapeutic,20944434
Dantrolene,D003620,7261-97-4,Urinary Bladder Neoplasms,MESH:D001749,marker/mechanism,17924939
Dantrolene,D003620,7261-97-4,Urinary Retention,MESH:D016055,marker/mechanism,16263650
Dantrolene,D003620,7261-97-4,Vision Disorders,MESH:D014786,marker/mechanism,7861811
danusertib,C523797,,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH:D015464,therapeutic,18673174
dapagliflozin,C529054,,Albuminuria,MESH:D000419,therapeutic,37352119
dapagliflozin,C529054,,Cardiotoxicity,MESH:D066126,therapeutic,35438302|38997059
dapagliflozin,C529054,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,37352119|38070468
dapagliflozin,C529054,,Cognition Disorders,MESH:D003072,therapeutic,28807765
