source_node,target_node,edge_type
CID_1136,PMID_2057,DRUG_MENTIONED_IN_LITERATURE
CID_1137,PMID_2058,DRUG_MENTIONED_IN_LITERATURE
CID_1138,PMID_2059,DRUG_MENTIONED_IN_LITERATURE
CID_1139,PMID_2060,DRUG_MENTIONED_IN_LITERATURE
CID_1140,PMID_2061,DRUG_MENTIONED_IN_LITERATURE
CID_1141,PMID_2062,DRUG_MENTIONED_IN_LITERATURE
CID_1142,PMID_2063,DRUG_MENTIONED_IN_LITERATURE
CID_1143,PMID_2064,DRUG_MENTIONED_IN_LITERATURE
CID_1144,PMID_2065,DRUG_MENTIONED_IN_LITERATURE
CID_1145,PMID_2067,DRUG_MENTIONED_IN_LITERATURE
CID_1146,PMID_2068,DRUG_MENTIONED_IN_LITERATURE
CID_1147,PMID_2069,DRUG_MENTIONED_IN_LITERATURE
CID_1148,PMID_2070,DRUG_MENTIONED_IN_LITERATURE
CID_1149,PMID_2071,DRUG_MENTIONED_IN_LITERATURE
CID_1150,PMID_2072,DRUG_MENTIONED_IN_LITERATURE
CID_1151,PMID_2073,DRUG_MENTIONED_IN_LITERATURE
CID_1152,PMID_2074,DRUG_MENTIONED_IN_LITERATURE
CID_1153,PMID_2075,DRUG_MENTIONED_IN_LITERATURE
CID_1154,PMID_2076,DRUG_MENTIONED_IN_LITERATURE
CID_1155,PMID_2077,DRUG_MENTIONED_IN_LITERATURE
CID_1156,PMID_2078,DRUG_MENTIONED_IN_LITERATURE
CID_1157,PMID_2079,DRUG_MENTIONED_IN_LITERATURE
CID_1158,PMID_2080,DRUG_MENTIONED_IN_LITERATURE
CID_1160,PMID_2081,DRUG_MENTIONED_IN_LITERATURE
CID_1161,PMID_2082,DRUG_MENTIONED_IN_LITERATURE
CID_1162,PMID_2083,DRUG_MENTIONED_IN_LITERATURE
CID_1163,PMID_2084,DRUG_MENTIONED_IN_LITERATURE
CID_1164,PMID_2085,DRUG_MENTIONED_IN_LITERATURE
CID_1165,PMID_2086,DRUG_MENTIONED_IN_LITERATURE
CID_1166,PMID_2087,DRUG_MENTIONED_IN_LITERATURE
CID_1167,PMID_2088,DRUG_MENTIONED_IN_LITERATURE
CID_1168,PMID_2089,DRUG_MENTIONED_IN_LITERATURE
CID_1169,PMID_2091,DRUG_MENTIONED_IN_LITERATURE
CID_1170,PMID_2092,DRUG_MENTIONED_IN_LITERATURE
CID_1171,PMID_2094,DRUG_MENTIONED_IN_LITERATURE
CID_1172,PMID_2095,DRUG_MENTIONED_IN_LITERATURE
CID_1173,PMID_2097,DRUG_MENTIONED_IN_LITERATURE
CID_1174,PMID_2096,DRUG_MENTIONED_IN_LITERATURE
CID_1175,PMID_2098,DRUG_MENTIONED_IN_LITERATURE
CID_1176,PMID_2099,DRUG_MENTIONED_IN_LITERATURE
CID_1177,PMID_2100,DRUG_MENTIONED_IN_LITERATURE
CID_1178,PMID_2101,DRUG_MENTIONED_IN_LITERATURE
CID_1179,PMID_2102,DRUG_MENTIONED_IN_LITERATURE
CID_1180,PMID_2103,DRUG_MENTIONED_IN_LITERATURE
CID_1181,PMID_2104,DRUG_MENTIONED_IN_LITERATURE
CID_1182,PMID_2105,DRUG_MENTIONED_IN_LITERATURE
CID_1183,PMID_2106,DRUG_MENTIONED_IN_LITERATURE
CID_1184,PMID_2108,DRUG_MENTIONED_IN_LITERATURE
CID_1188,PMID_2107,DRUG_MENTIONED_IN_LITERATURE
CID_1189,PMID_2109,DRUG_MENTIONED_IN_LITERATURE
CID_1190,PMID_2110,DRUG_MENTIONED_IN_LITERATURE
CID_1191,PMID_2111,DRUG_MENTIONED_IN_LITERATURE
CID_1192,PMID_2112,DRUG_MENTIONED_IN_LITERATURE
CID_1193,PMID_2113,DRUG_MENTIONED_IN_LITERATURE
CID_1194,PMID_2114,DRUG_MENTIONED_IN_LITERATURE
CID_1195,PMID_2115,DRUG_MENTIONED_IN_LITERATURE
CID_1196,PMID_2116,DRUG_MENTIONED_IN_LITERATURE
CID_1197,PMID_2117,DRUG_MENTIONED_IN_LITERATURE
CID_1198,PMID_2118,DRUG_MENTIONED_IN_LITERATURE
CID_1199,PMID_2119,DRUG_MENTIONED_IN_LITERATURE
CID_1200,PMID_2120,DRUG_MENTIONED_IN_LITERATURE
CID_1201,PMID_2121,DRUG_MENTIONED_IN_LITERATURE
CID_1202,PMID_2122,DRUG_MENTIONED_IN_LITERATURE
CID_1203,PMID_2123,DRUG_MENTIONED_IN_LITERATURE
CID_1204,PMID_2124,DRUG_MENTIONED_IN_LITERATURE
CID_1205,PMID_2125,DRUG_MENTIONED_IN_LITERATURE
CID_1206,PMID_2126,DRUG_MENTIONED_IN_LITERATURE
CID_1207,PMID_2127,DRUG_MENTIONED_IN_LITERATURE
CID_1208,PMID_2128,DRUG_MENTIONED_IN_LITERATURE
CID_1209,PMID_2129,DRUG_MENTIONED_IN_LITERATURE
CID_1210,PMID_2142,DRUG_MENTIONED_IN_LITERATURE
CID_1211,PMID_2143,DRUG_MENTIONED_IN_LITERATURE
CID_1212,PMID_2144,DRUG_MENTIONED_IN_LITERATURE
CID_1213,PMID_2145,DRUG_MENTIONED_IN_LITERATURE
CID_1214,PMID_2147,DRUG_MENTIONED_IN_LITERATURE
CID_1215,PMID_2149,DRUG_MENTIONED_IN_LITERATURE
CID_1216,PMID_2152,DRUG_MENTIONED_IN_LITERATURE
CID_1217,PMID_2153,DRUG_MENTIONED_IN_LITERATURE
CID_1218,PMID_2154,DRUG_MENTIONED_IN_LITERATURE
CID_1219,PMID_2155,DRUG_MENTIONED_IN_LITERATURE
CID_1220,PMID_2156,DRUG_MENTIONED_IN_LITERATURE
CID_1221,PMID_2157,DRUG_MENTIONED_IN_LITERATURE
CID_1222,PMID_2159,DRUG_MENTIONED_IN_LITERATURE
CID_1223,PMID_2158,DRUG_MENTIONED_IN_LITERATURE
CID_1224,PMID_2160,DRUG_MENTIONED_IN_LITERATURE
CID_1225,PMID_2161,DRUG_MENTIONED_IN_LITERATURE
CID_1226,PMID_2162,DRUG_MENTIONED_IN_LITERATURE
CID_1227,PMID_2274,DRUG_MENTIONED_IN_LITERATURE
CID_1228,PMID_2275,DRUG_MENTIONED_IN_LITERATURE
CID_1229,PMID_2276,DRUG_MENTIONED_IN_LITERATURE
CID_1230,PMID_2277,DRUG_MENTIONED_IN_LITERATURE
CID_1231,PMID_2278,DRUG_MENTIONED_IN_LITERATURE
CID_1232,PMID_2279,DRUG_MENTIONED_IN_LITERATURE
CID_1233,PMID_2280,DRUG_MENTIONED_IN_LITERATURE
CID_1234,PMID_2281,DRUG_MENTIONED_IN_LITERATURE
CID_1235,PMID_2282,DRUG_MENTIONED_IN_LITERATURE
CID_1236,PMID_2284,DRUG_MENTIONED_IN_LITERATURE
CID_1237,PMID_2285,DRUG_MENTIONED_IN_LITERATURE
CID_1238,PMID_2286,DRUG_MENTIONED_IN_LITERATURE
CID_1239,PMID_2287,DRUG_MENTIONED_IN_LITERATURE
CID_1240,PMID_2288,DRUG_MENTIONED_IN_LITERATURE
CID_1241,PMID_2289,DRUG_MENTIONED_IN_LITERATURE
CID_1242,PMID_2290,DRUG_MENTIONED_IN_LITERATURE
CID_1243,PMID_2291,DRUG_MENTIONED_IN_LITERATURE
CID_1245,PMID_2292,DRUG_MENTIONED_IN_LITERATURE
CID_1246,PMID_2293,DRUG_MENTIONED_IN_LITERATURE
CID_1247,PMID_2294,DRUG_MENTIONED_IN_LITERATURE
CID_1248,PMID_2295,DRUG_MENTIONED_IN_LITERATURE
CID_1249,PMID_2296,DRUG_MENTIONED_IN_LITERATURE
CID_1250,PMID_2297,DRUG_MENTIONED_IN_LITERATURE
CID_1251,PMID_2298,DRUG_MENTIONED_IN_LITERATURE
CID_1252,PMID_2299,DRUG_MENTIONED_IN_LITERATURE
CID_1253,PMID_2300,DRUG_MENTIONED_IN_LITERATURE
CID_1254,PMID_2301,DRUG_MENTIONED_IN_LITERATURE
CID_1255,PMID_2302,DRUG_MENTIONED_IN_LITERATURE
CID_1256,PMID_2303,DRUG_MENTIONED_IN_LITERATURE
CID_1257,PMID_2304,DRUG_MENTIONED_IN_LITERATURE
CID_1258,PMID_2305,DRUG_MENTIONED_IN_LITERATURE
CID_1259,PMID_2306,DRUG_MENTIONED_IN_LITERATURE
CID_1260,PMID_2308,DRUG_MENTIONED_IN_LITERATURE
CID_1261,PMID_2307,DRUG_MENTIONED_IN_LITERATURE
CID_1263,PMID_2309,DRUG_MENTIONED_IN_LITERATURE
CID_1264,PMID_2310,DRUG_MENTIONED_IN_LITERATURE
CID_1265,PMID_2311,DRUG_MENTIONED_IN_LITERATURE
CID_1266,PMID_2312,DRUG_MENTIONED_IN_LITERATURE
CID_1267,PMID_2313,DRUG_MENTIONED_IN_LITERATURE
CID_1268,PMID_2314,DRUG_MENTIONED_IN_LITERATURE
CID_1269,PMID_2315,DRUG_MENTIONED_IN_LITERATURE
CID_1270,PMID_2316,DRUG_MENTIONED_IN_LITERATURE
CID_1271,PMID_2317,DRUG_MENTIONED_IN_LITERATURE
CID_1272,PMID_2318,DRUG_MENTIONED_IN_LITERATURE
CID_1273,PMID_2319,DRUG_MENTIONED_IN_LITERATURE
CID_1274,PMID_2320,DRUG_MENTIONED_IN_LITERATURE
CID_1275,PMID_2321,DRUG_MENTIONED_IN_LITERATURE
CID_1276,PMID_2322,DRUG_MENTIONED_IN_LITERATURE
CID_1277,PMID_2323,DRUG_MENTIONED_IN_LITERATURE
CID_1278,PMID_2324,DRUG_MENTIONED_IN_LITERATURE
CID_1279,PMID_2325,DRUG_MENTIONED_IN_LITERATURE
CID_1280,PMID_2326,DRUG_MENTIONED_IN_LITERATURE
CID_1281,PMID_2331,DRUG_MENTIONED_IN_LITERATURE
CID_1282,PMID_2327,DRUG_MENTIONED_IN_LITERATURE
CID_1283,PMID_2330,DRUG_MENTIONED_IN_LITERATURE
CID_1284,PMID_2328,DRUG_MENTIONED_IN_LITERATURE
CID_1285,PMID_2329,DRUG_MENTIONED_IN_LITERATURE
CID_1286,PMID_2332,DRUG_MENTIONED_IN_LITERATURE
CID_1287,PMID_2340,DRUG_MENTIONED_IN_LITERATURE
CID_1288,PMID_2333,DRUG_MENTIONED_IN_LITERATURE
CID_1289,PMID_2334,DRUG_MENTIONED_IN_LITERATURE
CID_1290,PMID_2335,DRUG_MENTIONED_IN_LITERATURE
CID_1291,PMID_2343,DRUG_MENTIONED_IN_LITERATURE
CID_1292,PMID_2337,DRUG_MENTIONED_IN_LITERATURE
CID_1293,PMID_2336,DRUG_MENTIONED_IN_LITERATURE
CID_1294,PMID_2344,DRUG_MENTIONED_IN_LITERATURE
CID_1295,PMID_2345,DRUG_MENTIONED_IN_LITERATURE
CID_1296,PMID_2346,DRUG_MENTIONED_IN_LITERATURE
CID_1297,PMID_2347,DRUG_MENTIONED_IN_LITERATURE
CID_1299,PMID_2348,DRUG_MENTIONED_IN_LITERATURE
CID_1300,PMID_2349,DRUG_MENTIONED_IN_LITERATURE
CID_1301,PMID_2353,DRUG_MENTIONED_IN_LITERATURE
CID_1302,PMID_2354,DRUG_MENTIONED_IN_LITERATURE
CID_1303,PMID_2356,DRUG_MENTIONED_IN_LITERATURE
CID_1304,PMID_2358,DRUG_MENTIONED_IN_LITERATURE
CID_1305,PMID_2359,DRUG_MENTIONED_IN_LITERATURE
CID_1306,PMID_2360,DRUG_MENTIONED_IN_LITERATURE
CID_1307,PMID_2357,DRUG_MENTIONED_IN_LITERATURE
CID_1308,PMID_2367,DRUG_MENTIONED_IN_LITERATURE
CID_1309,PMID_2369,DRUG_MENTIONED_IN_LITERATURE
CID_1310,PMID_2370,DRUG_MENTIONED_IN_LITERATURE
CID_1311,PMID_2371,DRUG_MENTIONED_IN_LITERATURE
CID_1312,PMID_2372,DRUG_MENTIONED_IN_LITERATURE
CID_1313,PMID_2373,DRUG_MENTIONED_IN_LITERATURE
CID_1314,PMID_2374,DRUG_MENTIONED_IN_LITERATURE
CID_1315,PMID_2375,DRUG_MENTIONED_IN_LITERATURE
CID_1316,PMID_2376,DRUG_MENTIONED_IN_LITERATURE
CID_1317,PMID_2377,DRUG_MENTIONED_IN_LITERATURE
CID_1318,PMID_2378,DRUG_MENTIONED_IN_LITERATURE
CID_1319,PMID_2379,DRUG_MENTIONED_IN_LITERATURE
CID_1320,PMID_2380,DRUG_MENTIONED_IN_LITERATURE
CID_1321,PMID_2381,DRUG_MENTIONED_IN_LITERATURE
CID_1322,PMID_2382,DRUG_MENTIONED_IN_LITERATURE
CID_1323,PMID_2383,DRUG_MENTIONED_IN_LITERATURE
CID_1324,PMID_2387,DRUG_MENTIONED_IN_LITERATURE
CID_1325,PMID_2388,DRUG_MENTIONED_IN_LITERATURE
CID_1326,PMID_2389,DRUG_MENTIONED_IN_LITERATURE
CID_1327,PMID_2390,DRUG_MENTIONED_IN_LITERATURE
CID_1328,PMID_2391,DRUG_MENTIONED_IN_LITERATURE
CID_1329,PMID_2392,DRUG_MENTIONED_IN_LITERATURE
CID_1330,PMID_2393,DRUG_MENTIONED_IN_LITERATURE
CID_1331,PMID_2394,DRUG_MENTIONED_IN_LITERATURE
CID_1333,PMID_2395,DRUG_MENTIONED_IN_LITERATURE
CID_1335,PMID_2396,DRUG_MENTIONED_IN_LITERATURE
CID_1337,PMID_2397,DRUG_MENTIONED_IN_LITERATURE
CID_1338,PMID_2398,DRUG_MENTIONED_IN_LITERATURE
CID_1339,PMID_2401,DRUG_MENTIONED_IN_LITERATURE
CID_1340,PMID_2402,DRUG_MENTIONED_IN_LITERATURE
CID_1341,PMID_2403,DRUG_MENTIONED_IN_LITERATURE
CID_1342,PMID_2404,DRUG_MENTIONED_IN_LITERATURE
CID_1343,PMID_2405,DRUG_MENTIONED_IN_LITERATURE
CID_1344,PMID_2406,DRUG_MENTIONED_IN_LITERATURE
CID_1345,PMID_2407,DRUG_MENTIONED_IN_LITERATURE
CID_1346,PMID_2454,DRUG_MENTIONED_IN_LITERATURE
CID_1347,PMID_2457,DRUG_MENTIONED_IN_LITERATURE
CID_1348,PMID_2458,DRUG_MENTIONED_IN_LITERATURE
CID_1350,PMID_2459,DRUG_MENTIONED_IN_LITERATURE
CID_1351,PMID_2460,DRUG_MENTIONED_IN_LITERATURE
CID_1352,PMID_2464,DRUG_MENTIONED_IN_LITERATURE
CID_1353,PMID_2463,DRUG_MENTIONED_IN_LITERATURE
CID_1354,PMID_2465,DRUG_MENTIONED_IN_LITERATURE
CID_1355,PMID_2466,DRUG_MENTIONED_IN_LITERATURE
CID_1356,PMID_2467,DRUG_MENTIONED_IN_LITERATURE
CID_1357,PMID_2468,DRUG_MENTIONED_IN_LITERATURE
CID_1358,PMID_2469,DRUG_MENTIONED_IN_LITERATURE
CID_1359,PMID_2470,DRUG_MENTIONED_IN_LITERATURE
CID_1360,PMID_2471,DRUG_MENTIONED_IN_LITERATURE
CID_1361,PMID_2472,DRUG_MENTIONED_IN_LITERATURE
CID_1362,PMID_2474,DRUG_MENTIONED_IN_LITERATURE
CID_1363,PMID_2473,DRUG_MENTIONED_IN_LITERATURE
CID_1364,PMID_2475,DRUG_MENTIONED_IN_LITERATURE
CID_1365,PMID_2476,DRUG_MENTIONED_IN_LITERATURE
CID_1366,PMID_2477,DRUG_MENTIONED_IN_LITERATURE
CID_1367,PMID_2479,DRUG_MENTIONED_IN_LITERATURE
CID_1368,PMID_2478,DRUG_MENTIONED_IN_LITERATURE
CID_1369,PMID_2480,DRUG_MENTIONED_IN_LITERATURE
CID_1370,PMID_2481,DRUG_MENTIONED_IN_LITERATURE
CID_1371,PMID_2482,DRUG_MENTIONED_IN_LITERATURE
CID_1372,PMID_2483,DRUG_MENTIONED_IN_LITERATURE
CID_1373,PMID_2484,DRUG_MENTIONED_IN_LITERATURE
CID_1374,PMID_2485,DRUG_MENTIONED_IN_LITERATURE
CID_1375,PMID_2489,DRUG_MENTIONED_IN_LITERATURE
CID_1376,PMID_2490,DRUG_MENTIONED_IN_LITERATURE
CID_1377,PMID_2494,DRUG_MENTIONED_IN_LITERATURE
CID_1378,PMID_2506,DRUG_MENTIONED_IN_LITERATURE
CID_1379,PMID_2509,DRUG_MENTIONED_IN_LITERATURE
CID_1380,PMID_2510,DRUG_MENTIONED_IN_LITERATURE
CID_1381,PMID_2511,DRUG_MENTIONED_IN_LITERATURE
CID_1382,PMID_2513,DRUG_MENTIONED_IN_LITERATURE
CID_1385,PMID_2514,DRUG_MENTIONED_IN_LITERATURE
CID_1387,PMID_2523,DRUG_MENTIONED_IN_LITERATURE
CID_1388,PMID_2524,DRUG_MENTIONED_IN_LITERATURE
CID_1389,PMID_2527,DRUG_MENTIONED_IN_LITERATURE
CID_1390,PMID_2528,DRUG_MENTIONED_IN_LITERATURE
CID_1391,PMID_2529,DRUG_MENTIONED_IN_LITERATURE
CID_1392,PMID_2530,DRUG_MENTIONED_IN_LITERATURE
CID_1393,PMID_2525,DRUG_MENTIONED_IN_LITERATURE
CID_1394,PMID_2532,DRUG_MENTIONED_IN_LITERATURE
CID_1396,PMID_2526,DRUG_MENTIONED_IN_LITERATURE
CID_1397,PMID_2533,DRUG_MENTIONED_IN_LITERATURE
CID_1398,PMID_2534,DRUG_MENTIONED_IN_LITERATURE
CID_1399,PMID_2535,DRUG_MENTIONED_IN_LITERATURE
CID_1400,PMID_2549,DRUG_MENTIONED_IN_LITERATURE
CID_1401,PMID_2548,DRUG_MENTIONED_IN_LITERATURE
CID_1402,PMID_2550,DRUG_MENTIONED_IN_LITERATURE
CID_1403,PMID_2556,DRUG_MENTIONED_IN_LITERATURE
CID_1406,PMID_2557,DRUG_MENTIONED_IN_LITERATURE
CID_1407,PMID_2558,DRUG_MENTIONED_IN_LITERATURE
CID_1408,PMID_2559,DRUG_MENTIONED_IN_LITERATURE
CID_1409,PMID_2560,DRUG_MENTIONED_IN_LITERATURE
CID_1410,PMID_2561,DRUG_MENTIONED_IN_LITERATURE
CID_1411,PMID_2563,DRUG_MENTIONED_IN_LITERATURE
CID_1412,PMID_2567,DRUG_MENTIONED_IN_LITERATURE
CID_1413,PMID_2568,DRUG_MENTIONED_IN_LITERATURE
CID_1414,PMID_2565,DRUG_MENTIONED_IN_LITERATURE
CID_1415,PMID_2566,DRUG_MENTIONED_IN_LITERATURE
CID_1416,PMID_2569,DRUG_MENTIONED_IN_LITERATURE
CID_1417,PMID_2570,DRUG_MENTIONED_IN_LITERATURE
CID_1418,PMID_2572,DRUG_MENTIONED_IN_LITERATURE
CID_1419,PMID_2573,DRUG_MENTIONED_IN_LITERATURE
CID_1420,PMID_2574,DRUG_MENTIONED_IN_LITERATURE
CID_1421,PMID_2575,DRUG_MENTIONED_IN_LITERATURE
CID_1422,PMID_2576,DRUG_MENTIONED_IN_LITERATURE
CID_1423,PMID_2577,DRUG_MENTIONED_IN_LITERATURE
CID_1424,PMID_2578,DRUG_MENTIONED_IN_LITERATURE
CID_1425,PMID_2579,DRUG_MENTIONED_IN_LITERATURE
CID_1426,PMID_2580,DRUG_MENTIONED_IN_LITERATURE
CID_1427,PMID_2581,DRUG_MENTIONED_IN_LITERATURE
CID_1428,PMID_2582,DRUG_MENTIONED_IN_LITERATURE
CID_1429,PMID_2583,DRUG_MENTIONED_IN_LITERATURE
CID_1430,PMID_2584,DRUG_MENTIONED_IN_LITERATURE
CID_1431,PMID_2585,DRUG_MENTIONED_IN_LITERATURE
CID_1433,PMID_2586,DRUG_MENTIONED_IN_LITERATURE
CID_1434,PMID_2587,DRUG_MENTIONED_IN_LITERATURE
CID_1435,PMID_2589,DRUG_MENTIONED_IN_LITERATURE
CID_1436,PMID_2590,DRUG_MENTIONED_IN_LITERATURE
CID_1437,PMID_2591,DRUG_MENTIONED_IN_LITERATURE
CID_1438,PMID_2592,DRUG_MENTIONED_IN_LITERATURE
CID_1439,PMID_2593,DRUG_MENTIONED_IN_LITERATURE
CID_1440,PMID_2594,DRUG_MENTIONED_IN_LITERATURE
CID_1441,PMID_2595,DRUG_MENTIONED_IN_LITERATURE
CID_1442,PMID_2596,DRUG_MENTIONED_IN_LITERATURE
CID_1443,PMID_2597,DRUG_MENTIONED_IN_LITERATURE
CID_1444,PMID_2598,DRUG_MENTIONED_IN_LITERATURE
CID_1445,PMID_2599,DRUG_MENTIONED_IN_LITERATURE
CID_1446,PMID_2600,DRUG_MENTIONED_IN_LITERATURE
CID_1447,PMID_2601,DRUG_MENTIONED_IN_LITERATURE
CID_1448,PMID_2602,DRUG_MENTIONED_IN_LITERATURE
CID_1449,PMID_2603,DRUG_MENTIONED_IN_LITERATURE
CID_1450,PMID_2604,DRUG_MENTIONED_IN_LITERATURE
CID_1451,PMID_2605,DRUG_MENTIONED_IN_LITERATURE
CID_1452,PMID_2606,DRUG_MENTIONED_IN_LITERATURE
CID_1453,PMID_2607,DRUG_MENTIONED_IN_LITERATURE
CID_1454,PMID_2608,DRUG_MENTIONED_IN_LITERATURE
CID_1455,PMID_2609,DRUG_MENTIONED_IN_LITERATURE
CID_1456,PMID_2610,DRUG_MENTIONED_IN_LITERATURE
CID_1457,PMID_2611,DRUG_MENTIONED_IN_LITERATURE
CID_1458,PMID_2612,DRUG_MENTIONED_IN_LITERATURE
CID_1459,PMID_2614,DRUG_MENTIONED_IN_LITERATURE
CID_1460,PMID_2615,DRUG_MENTIONED_IN_LITERATURE
CID_1461,PMID_2616,DRUG_MENTIONED_IN_LITERATURE
CID_1463,PMID_2617,DRUG_MENTIONED_IN_LITERATURE
CID_1464,PMID_2618,DRUG_MENTIONED_IN_LITERATURE
CID_1465,PMID_2619,DRUG_MENTIONED_IN_LITERATURE
CID_1466,PMID_2620,DRUG_MENTIONED_IN_LITERATURE
CID_1467,PMID_2621,DRUG_MENTIONED_IN_LITERATURE
CID_1468,PMID_2622,DRUG_MENTIONED_IN_LITERATURE
CID_1469,PMID_2623,DRUG_MENTIONED_IN_LITERATURE
CID_1470,PMID_2624,DRUG_MENTIONED_IN_LITERATURE
CID_1471,PMID_2626,DRUG_MENTIONED_IN_LITERATURE
CID_1472,PMID_2627,DRUG_MENTIONED_IN_LITERATURE
CID_1473,PMID_2628,DRUG_MENTIONED_IN_LITERATURE
CID_1474,PMID_2629,DRUG_MENTIONED_IN_LITERATURE
CID_1475,PMID_2630,DRUG_MENTIONED_IN_LITERATURE
CID_1477,PMID_2631,DRUG_MENTIONED_IN_LITERATURE
CID_1478,PMID_2633,DRUG_MENTIONED_IN_LITERATURE
CID_1479,PMID_2634,DRUG_MENTIONED_IN_LITERATURE
CID_1480,PMID_2635,DRUG_MENTIONED_IN_LITERATURE
CID_1481,PMID_2636,DRUG_MENTIONED_IN_LITERATURE
CID_1482,PMID_2637,DRUG_MENTIONED_IN_LITERATURE
CID_1483,PMID_2640,DRUG_MENTIONED_IN_LITERATURE
CID_1484,PMID_2641,DRUG_MENTIONED_IN_LITERATURE
CID_1485,PMID_2642,DRUG_MENTIONED_IN_LITERATURE
CID_1486,PMID_2643,DRUG_MENTIONED_IN_LITERATURE
CID_1487,PMID_2645,DRUG_MENTIONED_IN_LITERATURE
CID_1488,PMID_2646,DRUG_MENTIONED_IN_LITERATURE
CID_1489,PMID_2647,DRUG_MENTIONED_IN_LITERATURE
CID_1490,PMID_2648,DRUG_MENTIONED_IN_LITERATURE
CID_1491,PMID_2649,DRUG_MENTIONED_IN_LITERATURE
CID_1492,PMID_2650,DRUG_MENTIONED_IN_LITERATURE
CID_1493,PMID_2651,DRUG_MENTIONED_IN_LITERATURE
CID_1494,PMID_2652,DRUG_MENTIONED_IN_LITERATURE
CID_1495,PMID_2653,DRUG_MENTIONED_IN_LITERATURE
CID_1496,PMID_2654,DRUG_MENTIONED_IN_LITERATURE
CID_1497,PMID_2655,DRUG_MENTIONED_IN_LITERATURE
CID_1498,PMID_2658,DRUG_MENTIONED_IN_LITERATURE
CID_1499,PMID_2660,DRUG_MENTIONED_IN_LITERATURE
CID_1500,PMID_2659,DRUG_MENTIONED_IN_LITERATURE
CID_1501,PMID_2661,DRUG_MENTIONED_IN_LITERATURE
CID_1502,PMID_2662,DRUG_MENTIONED_IN_LITERATURE
CID_1503,PMID_2663,DRUG_MENTIONED_IN_LITERATURE
CID_1504,PMID_2664,DRUG_MENTIONED_IN_LITERATURE
CID_1505,PMID_2665,DRUG_MENTIONED_IN_LITERATURE
CID_1506,PMID_2666,DRUG_MENTIONED_IN_LITERATURE
CID_1507,PMID_2771,DRUG_MENTIONED_IN_LITERATURE
CID_1508,PMID_2777,DRUG_MENTIONED_IN_LITERATURE
CID_1509,PMID_2778,DRUG_MENTIONED_IN_LITERATURE
CID_1510,PMID_2779,DRUG_MENTIONED_IN_LITERATURE
CID_1511,PMID_2780,DRUG_MENTIONED_IN_LITERATURE
CID_1512,PMID_2781,DRUG_MENTIONED_IN_LITERATURE
CID_1513,PMID_2782,DRUG_MENTIONED_IN_LITERATURE
CID_1514,PMID_2783,DRUG_MENTIONED_IN_LITERATURE
CID_1515,PMID_2786,DRUG_MENTIONED_IN_LITERATURE
CID_1516,PMID_2800,DRUG_MENTIONED_IN_LITERATURE
CID_1517,PMID_2803,DRUG_MENTIONED_IN_LITERATURE
CID_1518,PMID_2808,DRUG_MENTIONED_IN_LITERATURE
CID_1519,PMID_2809,DRUG_MENTIONED_IN_LITERATURE
CID_1520,PMID_2802,DRUG_MENTIONED_IN_LITERATURE
CID_1521,PMID_2806,DRUG_MENTIONED_IN_LITERATURE
CID_1522,PMID_2810,DRUG_MENTIONED_IN_LITERATURE
CID_1523,PMID_2804,DRUG_MENTIONED_IN_LITERATURE
CID_1524,PMID_2811,DRUG_MENTIONED_IN_LITERATURE
CID_1525,PMID_2812,DRUG_MENTIONED_IN_LITERATURE
CID_1526,PMID_2807,DRUG_MENTIONED_IN_LITERATURE
CID_1527,PMID_2813,DRUG_MENTIONED_IN_LITERATURE
CID_1528,PMID_2814,DRUG_MENTIONED_IN_LITERATURE
CID_1529,PMID_2815,DRUG_MENTIONED_IN_LITERATURE
CID_1530,PMID_2816,DRUG_MENTIONED_IN_LITERATURE
CID_1531,PMID_2817,DRUG_MENTIONED_IN_LITERATURE
CID_1533,PMID_2818,DRUG_MENTIONED_IN_LITERATURE
CID_1534,PMID_2819,DRUG_MENTIONED_IN_LITERATURE
CID_1535,PMID_2820,DRUG_MENTIONED_IN_LITERATURE
CID_1536,PMID_2821,DRUG_MENTIONED_IN_LITERATURE
CID_1538,PMID_2832,DRUG_MENTIONED_IN_LITERATURE
CID_1539,PMID_2834,DRUG_MENTIONED_IN_LITERATURE
CID_1540,PMID_2835,DRUG_MENTIONED_IN_LITERATURE
CID_1541,PMID_2836,DRUG_MENTIONED_IN_LITERATURE
CID_1542,PMID_2839,DRUG_MENTIONED_IN_LITERATURE
CID_1543,PMID_2840,DRUG_MENTIONED_IN_LITERATURE
CID_1544,PMID_2842,DRUG_MENTIONED_IN_LITERATURE
CID_1545,PMID_2843,DRUG_MENTIONED_IN_LITERATURE
CID_1546,PMID_2851,DRUG_MENTIONED_IN_LITERATURE
CID_1547,PMID_2844,DRUG_MENTIONED_IN_LITERATURE
CID_1548,PMID_2841,DRUG_MENTIONED_IN_LITERATURE
CID_1549,PMID_2856,DRUG_MENTIONED_IN_LITERATURE
CID_1550,PMID_2857,DRUG_MENTIONED_IN_LITERATURE
CID_1551,PMID_2858,DRUG_MENTIONED_IN_LITERATURE
CID_1552,PMID_2864,DRUG_MENTIONED_IN_LITERATURE
CID_1553,PMID_2860,DRUG_MENTIONED_IN_LITERATURE
CID_1554,PMID_2865,DRUG_MENTIONED_IN_LITERATURE
CID_1555,PMID_2859,DRUG_MENTIONED_IN_LITERATURE
CID_1556,PMID_2866,DRUG_MENTIONED_IN_LITERATURE
