Enzyme,Action,Target_Organ,Next_Step
MIR629,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
MIR637,Inhibit,Liver,"Carcinoma, Hepatocellular"
MIR642A,Inhibit,Heart,Heart Failure
MIR651,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR652,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR660,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR660,Inhibit,Heart,Heart Failure
MIR664B,Inhibit,Heart,Heart Failure
MIR666,Inhibit,Heart,Myocardial Reperfusion Injury
MIR671,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR672,Inhibit,Heart,Myocardial Reperfusion Injury
MIR6741,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR6769B,Inhibit,Heart,Heart Failure
MIR6785,Inhibit,Heart,Heart Failure
MIR6794,Inhibit,Heart,Heart Failure
MIR6815,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR6852,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR6869,Inhibit,Heart,Heart Failure
MIR687,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR6881,Inhibit,Liver,Hepatitis B
MIR6893,Inhibit,Heart,Heart Failure
MIR697,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR704,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR706,Inhibit,Liver,Fatty Liver
MIR708,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR741,Inhibit,Heart,Myocardial Reperfusion Injury
MIR743A,Inhibit,Heart,Myocardial Reperfusion Injury
MIR743B,Inhibit,Heart,Myocardial Reperfusion Injury
MIR744,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR744,Inhibit,Heart,Myocardial Reperfusion Injury
MIR758,Inhibit,Heart,Myocardial Reperfusion Injury
MIR760,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR761,Inhibit,Heart,Myocardial Infarction
MIR764,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR764,Inhibit,Liver,Liver Cirrhosis
MIR766,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR766,Inhibit,Heart,Heart Failure
MIR769,Inhibit,Liver,"Carcinoma, Hepatocellular"
MIR7704,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR7977,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR8485,Inhibit,Heart,Heart Failure
MIR872,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR875,Inhibit,Liver,Liver Cirrhosis
MIR877,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR879,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR885,Inhibit,Liver,"Carcinoma, Hepatocellular"
MIR885,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR885,Inhibit,Liver,Hepatitis B
MIR885,Inhibit,Liver,"Hepatitis B, Chronic"
MIR885,Inhibit,Liver,Liver Cirrhosis
MIR885,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
MIR9-1,Inhibit,Brain,Neurobehavioral Manifestations
MIR92B,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR93,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR93,Inhibit,Heart,Heart Failure
MIR93,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
MIR942,Inhibit,Heart,Heart Failure
MIR942,Inhibit,Liver,Liver Cirrhosis
MIR96,Inhibit,Heart,Heart Failure
MIR98,Inhibit,Heart,Heart Failure
MIR98,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIR99A,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIR99A,Inhibit,Liver,Hepatitis B
MIR99B,Inhibit,Heart,Heart Failure
MIR99B,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIRLET7B,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIRLET7B,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIRLET7C,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIRLET7C,Inhibit,Liver,Hepatitis B
MIRLET7D,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIRLET7D,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIRLET7E,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIRLET7F-2,Inhibit,Heart,Heart Injuries
MIRLET7G,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIRLET7G,Inhibit,Heart,Heart Failure
MIRLET7I,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MIRLET7I,Inhibit,Heart,Heart Failure
MIRLET7I,Inhibit,Liver,"Liver Neoplasms, Experimental"
MIRLET7I,Inhibit,Heart,Myocardial Reperfusion Injury
MIS12,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MKI67,Inhibit,Liver,"Adenoma, Liver Cell"
MKI67,Inhibit,Liver,"Carcinoma, Hepatocellular"
MKI67,Inhibit,Liver,Copper-Overload Cirrhosis
MKI67,Inhibit,Liver,"Hepatitis, Chronic"
MKI67,Inhibit,Liver,Liver Cirrhosis
MKI67,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MLC1,Inhibit,Liver,Hepatomegaly
MLXIPL,Inhibit,Liver,"Carcinoma, Hepatocellular"
MME,Inhibit,Brain,Diabetic Neuropathies
MME,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMEL1,Inhibit,Liver,"Liver Cirrhosis, Biliary"
MMP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMP1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
MMP13,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMP14,Inhibit,Liver,"Carcinoma, Hepatocellular"
MMP14,Inhibit,Liver,Liver Neoplasms
MMP15,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMP2,Inhibit,Liver,"Carcinoma, Hepatocellular"
MMP2,Inhibit,Brain,Cerebral Hemorrhage
MMP2,Inhibit,Brain,Cerebral Infarction
MMP2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MMP2,Inhibit,Liver,"Cholestasis, Extrahepatic"
MMP2,Inhibit,Brain,Diabetic Neuropathies
MMP2,Inhibit,Liver,Liver Cirrhosis
MMP2,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
MMP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMP2,Inhibit,Liver,"Liver Neoplasms, Experimental"
MMP2,Inhibit,Heart,Myocardial Infarction
MMP3,Inhibit,Brain,Cerebral Hemorrhage
MMP8,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMP9,Inhibit,Brain,Brain Edema
MMP9,Inhibit,Brain,Brain Injuries
MMP9,Inhibit,Brain,"Brain Injuries, Traumatic"
MMP9,Inhibit,Brain,Brain Ischemia
MMP9,Inhibit,Liver,"Carcinoma, Hepatocellular"
MMP9,Inhibit,Brain,Cerebral Hemorrhage
MMP9,Inhibit,Brain,Cerebral Infarction
MMP9,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MMP9,Inhibit,Liver,"Cholestasis, Extrahepatic"
MMP9,Inhibit,Brain,Diabetic Neuropathies
MMP9,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
MMP9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MMP9,Inhibit,Liver,Liver Diseases
MMP9,Inhibit,Heart,Myocardial Infarction
MMP9,Inhibit,Brain,Neuroblastoma
MOB3A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MOGAT2,Inhibit,Liver,"Carcinoma, Hepatocellular"
MPDZ,Inhibit,Brain,"HYDROCEPHALUS, CONGENITAL, 2, WITH OR WITHOUT BRAIN OR EYE ANOMALIES"
MPEG1,Inhibit,Liver,"Liver Neoplasms, Experimental"
MPO,Inhibit,Brain,Brain Diseases
MPO,Inhibit,Brain,Brain Injuries
MPO,Inhibit,Brain,"Brain Injuries, Traumatic"
MPO,Inhibit,Brain,Brain Ischemia
MPO,Inhibit,Liver,"Carcinoma, Hepatocellular"
MPO,Inhibit,Heart,Cardiovascular Diseases
MPO,Inhibit,Liver,"Cholestasis, Extrahepatic"
MPO,Inhibit,Liver,"Liver Cirrhosis, Alcoholic"
MPV17,Inhibit,Liver,Navajo neurohepatopathy
MPZ,Inhibit,Brain,Hereditary Sensory and Motor Neuropathy
MRLC2,Inhibit,Heart,Myocardial Ischemia
MRO,Inhibit,Liver,"Carcinoma, Hepatocellular"
MRO,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MRTFA,Inhibit,Liver,Liver Cirrhosis
MRTFA,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
MS4A6A,Inhibit,Heart,"Heart Failure, Diastolic"
MSH5,Inhibit,Liver,"Carcinoma, Hepatocellular"
MSL3,Inhibit,Brain,"Gait Disorders, Neurologic"
MSN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MSN,Inhibit,Heart,Myocardial Ischemia
MST1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MST1R,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MSTN,Inhibit,Heart,Heart Failure
MT1,Inhibit,Heart,"Cardiac Output, Low"
MT1A,Inhibit,Liver,"Carcinoma, Hepatocellular"
MT1A,Inhibit,Liver,"Hepatitis, Chronic"
MT1A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MT1E,Inhibit,Liver,"Carcinoma, Hepatocellular"
MT1F,Inhibit,Liver,"Carcinoma, Hepatocellular"
MT2,Inhibit,Heart,"Cardiac Output, Low"
MT2A,Inhibit,Liver,"Carcinoma, Hepatocellular"
MT2A,Inhibit,Heart,Cardiomegaly
MT2A,Inhibit,Heart,Heart Diseases
MT2A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MTBP,Inhibit,Liver,"Carcinoma, Hepatocellular"
MTHFD2,Inhibit,Heart,Heart Failure
MTHFR,Inhibit,Brain,Brain Ischemia
MTHFR,Inhibit,Heart,Cardiovascular Diseases
MTHFR,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MTHFR,Inhibit,Heart,"Heart Defects, Congenital"
MTHFR,Inhibit,Liver,Liver Diseases
MTMR7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MTOR,Inhibit,Liver,"Carcinoma, Hepatocellular"
MTOR,Inhibit,Liver,Hepatomegaly
MTOR,Inhibit,Brain,Neurotoxicity Syndromes
MTPN,Inhibit,Liver,Chemical and Drug Induced Liver Injury
MTTP,Inhibit,Liver,Fatty Liver
MTTP,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
MVK,Inhibit,Liver,"Carcinoma, Hepatocellular"
MVP,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MX1,Inhibit,Heart,Heart Failure
MX1,Inhibit,Heart,Myocardial Ischemia
MYADM,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYB,Inhibit,Brain,Neuroblastoma
MYBL2,Inhibit,Liver,"Carcinoma, Hepatocellular"
MYBPC3,Inhibit,Heart,Cardiomegaly
MYBPC3,Inhibit,Heart,Cardiomyopathies
MYBPC3,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 4"
MYBPC3,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYBPC3,Inhibit,Heart,"Cardiomyopathy, Hypertrophic, Familial"
MYBPC3,Inhibit,Heart,"Death, Sudden, Cardiac"
MYC,Inhibit,Liver,"Carcinoma, Hepatocellular"
MYC,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYC,Inhibit,Liver,Fatty Liver
MYC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYC,Inhibit,Liver,Liver Neoplasms
MYC,Inhibit,Liver,"Liver Neoplasms, Experimental"
MYC,Inhibit,Brain,Neuroblastoma
MYC,Inhibit,Brain,Neuroectodermal Tumors
MYCN,Inhibit,Brain,Neuroblastoma
MYD88,Inhibit,Liver,"Cholestasis, Extrahepatic"
MYH14,Inhibit,Brain,"PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS"
MYH6,Inhibit,Heart,Cardiomegaly
MYH6,Inhibit,Heart,"Cardiomyopathy, Dilated"
MYH6,Inhibit,Heart,"Cardiomyopathy, Dilated, 1EE"
MYH6,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 1"
MYH6,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 14"
MYH6,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYH6,Inhibit,Heart,"Cardiomyopathy, Hypertrophic, Familial"
MYH6,Inhibit,Heart,"Heart Defects, Congenital"
MYH6,Inhibit,Heart,"Heart Failure, Diastolic"
MYH6,Inhibit,Heart,"Heart Failure, Systolic"
MYH6,Inhibit,Heart,"Heart Septal Defects, Atrial"
MYH6,Inhibit,Heart,Myocarditis
MYH7,Inhibit,Heart,"Cardiomyopathy, Dilated"
MYH7,Inhibit,Heart,"Cardiomyopathy, Dilated, 1s"
MYH7,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 1"
MYH7,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYH7,Inhibit,Heart,"Cardiomyopathy, Hypertrophic, Familial"
MYH7,Inhibit,Heart,"Heart Failure, Diastolic"
MYH7,Inhibit,Heart,Myocardial Infarction
MYL1,Inhibit,Heart,Heart Injuries
MYL2,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 10"
MYL2,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYL2,Inhibit,Heart,"Cardiomyopathy, Hypertrophic, Familial"
MYL3,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 8"
MYL4,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYL7,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
MYL9,Inhibit,Brain,Brain Edema
MYL9,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYLK,Inhibit,Brain,Brain Edema
MYLK2,Inhibit,Heart,"Cardiomyopathy, Familial Hypertrophic, 1"
MYO1B,Inhibit,Liver,Hepatomegaly
MYO1C,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYO1F,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYO5A,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYO5B,Inhibit,Liver,Liver Neoplasms
MYO6,Inhibit,Heart,"DEAFNESS, AUTOSOMAL DOMINANT 22;DFNA22 DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY,"
MYOC,Inhibit,Heart,Heart Failure
MYOC,Inhibit,Liver,"Liver Cirrhosis, Experimental"
MYOCD,Inhibit,Heart,Cardiomegaly
MYOT,Inhibit,Heart,Cardiomyopathies
MYOZ2,Inhibit,Heart,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 16"
MYPN,Inhibit,Heart,"CARDIOMYOPATHY, DILATED, 1KK"
MYT1L,Inhibit,Brain,Neurodevelopmental Disorders
NACC1,Inhibit,Brain,"NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION"
NAGA,Inhibit,Brain,Neuroaxonal Dystrophies
NAGK,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NAP1L5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NAT2,Inhibit,Liver,"Carcinoma, Hepatocellular"
NAT2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NAT2,Inhibit,Liver,Liver Neoplasms
NAT8,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NAXE,Inhibit,Brain,"ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1"
NBAS,Inhibit,Liver,INFANTILE LIVER FAILURE SYNDROME 2
NBEA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NCAPG,Inhibit,Liver,"Carcinoma, Hepatocellular"
NCAPH,Inhibit,Liver,"Carcinoma, Hepatocellular"
NCF1,Inhibit,Brain,Neuroinflammatory Diseases
NCF4,Inhibit,Heart,Heart Diseases
NCKAP1,Inhibit,Brain,Neurodevelopmental Disorders
NCKAP1L,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NCOR1,Inhibit,Liver,Liver Neoplasms
NCOR2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ND5,Inhibit,Liver,"Carcinoma, Hepatocellular"
NDC80,Inhibit,Liver,"Carcinoma, Hepatocellular"
NDRG1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NDRG1,Inhibit,Liver,Liver Neoplasms
NDRG1,Inhibit,Brain,"Neuropathy, hereditary motor and sensory, LOM type"
NDRG2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NDUFAF2,Inhibit,Brain,"Brain Diseases, Metabolic, Inborn"
NDUFB7,Inhibit,Liver,Hepatolenticular Degeneration
NDUFS1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
NDUFS2,Inhibit,Heart,Cardiomyopathies
NDUFS3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NDUFS4,Inhibit,Brain,Brain Diseases
NDUFV2,Inhibit,Heart,Cardiomyopathies
NEAT1,Inhibit,Liver,Liver Neoplasms
NECTIN2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NEDD4,Inhibit,Heart,Myocardial Ischemia
NEIL1,Inhibit,Liver,Fatty Liver
NEIL3,Inhibit,Liver,"Carcinoma, Hepatocellular"
NEK2,Inhibit,Liver,"Carcinoma, Hepatocellular"
NEK6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NEXMIF,Inhibit,Brain,Neurodevelopmental Disorders
NEXN,Inhibit,Heart,"Cardiomyopathy, Dilated, 1CC"
NEXN,Inhibit,Heart,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20"
NF1,Inhibit,Brain,Neurofibroma
NF1,Inhibit,Brain,Neurofibromatoses
NF1,Inhibit,Brain,Neurofibromatosis 1
NF1,Inhibit,Brain,"Neurofibromatosis, Familial Spinal"
NF1,Inhibit,Brain,Neurofibromatosis-Noonan syndrome
NF2,Inhibit,Brain,Neurofibromatosis 2
NFATC4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NFE2L2,Inhibit,Liver,"Carcinoma, Hepatocellular"
NFE2L2,Inhibit,Heart,"Cardiac Output, Low"
NFE2L2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NFE2L2,Inhibit,Liver,"Cholestasis, Extrahepatic"
NFE2L2,Inhibit,Liver,Fatty Liver
NFE2L2,Inhibit,Heart,Heart Failure
NFE2L2,Inhibit,Liver,Hepatic Insufficiency
NFE2L2,Inhibit,Liver,Hepatomegaly
NFE2L2,Inhibit,Liver,Liver Cirrhosis
NFE2L2,Inhibit,Liver,"Liver Cirrhosis, Biliary"
NFE2L2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NFE2L2,Inhibit,Liver,Liver Neoplasms
NFE2L2,Inhibit,Brain,Neurotoxicity Syndromes
NFE2L2,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
NFIA,Inhibit,Brain,BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS
NFKB1,Inhibit,Brain,Brain Ischemia
NFKB1,Inhibit,Liver,"Liver Cirrhosis, Biliary"
NFKB1,Inhibit,Liver,Liver Diseases
NFKBIA,Inhibit,Brain,Brain Ischemia
NFKBIA,Inhibit,Liver,"Carcinoma, Hepatocellular"
NFKBIA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NFKBIA,Inhibit,Heart,Myocardial Ischemia
NFKBIE,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NFKBIZ,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NFXL1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NGF,Inhibit,Brain,Hereditary Sensory and Autonomic Neuropathies
NGF,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
NGF,Inhibit,Brain,Neurobehavioral Manifestations
NGF,Inhibit,Brain,Neurodegenerative Diseases
NGF,Inhibit,Brain,Neurogenic Inflammation
NGFR,Inhibit,Brain,Neurodegenerative Diseases
NHSL3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NID1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NID2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NIPAL2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NIPBL,Inhibit,Heart,"Heart Defects, Congenital"
NISCH,Inhibit,Heart,Bradycardia
NKILA,Inhibit,Liver,"Carcinoma, Hepatocellular"
NKX2-5,Inhibit,Heart,Cardiomegaly
NKX2-5,Inhibit,Heart,"Cardiomyopathy, Dilated"
NKX2-5,Inhibit,Heart,CONOTRUNCAL HEART MALFORMATIONS
NKX2-5,Inhibit,Heart,"Heart Septal Defects, Ventricular"
NKX2-5,Inhibit,Heart,Hypoplastic Left Heart Syndrome
NKX2-6,Inhibit,Heart,CONOTRUNCAL HEART MALFORMATIONS
NLRC3,Inhibit,Liver,"Carcinoma, Hepatocellular"
NLRC5,Inhibit,Liver,"Fatty Liver, Alcoholic"
NLRC5,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NLRP3,Inhibit,Brain,Neurotoxicity Syndromes
NLRP3,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
NME1,Inhibit,Liver,"Carcinoma, Hepatocellular"
NME1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
NME2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NMI,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NMNAT1,Inhibit,Brain,"Brain Injuries, Traumatic"
NMNAT1,Inhibit,Brain,Neurobehavioral Manifestations
NNAT,Inhibit,Brain,Neuroblastoma
NNMT,Inhibit,Liver,"Carcinoma, Hepatocellular"
NOCT,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NOP16,Inhibit,Liver,Liver Neoplasms
NOS1,Inhibit,Liver,End Stage Liver Disease
NOS1,Inhibit,Liver,Hepatic Encephalopathy
NOS1,Inhibit,Brain,Neurobehavioral Manifestations
NOS2,Inhibit,Brain,Brain Edema
NOS2,Inhibit,Brain,"Brain Injuries, Traumatic"
NOS2,Inhibit,Brain,Brain Ischemia
NOS2,Inhibit,Heart,Cardiovascular Abnormalities
NOS2,Inhibit,Liver,"Cholestasis, Extrahepatic"
NOS2,Inhibit,Heart,Heart Failure
NOS2,Inhibit,Liver,Hepatic Insufficiency
NOS2,Inhibit,Liver,Hepatomegaly
NOS2,Inhibit,Brain,"Hypoxia-Ischemia, Brain"
NOS2,Inhibit,Liver,"Liver Cirrhosis, Biliary"
NOS2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NOS2,Inhibit,Liver,Liver Diseases
NOS2,Inhibit,Heart,Myocardial Infarction
NOS2,Inhibit,Heart,Myocardial Reperfusion Injury
NOS2,Inhibit,Heart,Myocardial Stunning
NOS3,Inhibit,Heart,Cardiomegaly
NOS3,Inhibit,Heart,Cardiovascular Diseases
NOS3,Inhibit,Liver,"Cholestasis, Extrahepatic"
NOS3,Inhibit,Heart,Heart Failure
NOS3,Inhibit,Liver,Hepatic Insufficiency
NOS3,Inhibit,Liver,Hepatomegaly
NOS3,Inhibit,Liver,"Liver Cirrhosis, Biliary"
NOS3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NOS3,Inhibit,Heart,Myocardial Infarction
NOS3,Inhibit,Heart,Myocardial Ischemia
NOS3,Inhibit,Heart,Myocardial Reperfusion Injury
NOS3,Inhibit,Heart,"Tachycardia, Ventricular"
NOTCH1,Inhibit,Liver,Adams Oliver syndrome
NOTCH1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NOTCH1,Inhibit,Heart,Heart Valve Diseases
NOTCH2,Inhibit,Brain,Gastro-enteropancreatic neuroendocrine tumor
NOTCH2,Inhibit,Brain,"Neuroectodermal Tumors, Primitive"
NOTCH2NLC,Inhibit,Brain,Neuronal intranuclear inclusion disease
NOTCH3,Inhibit,Liver,"Carcinoma, Hepatocellular"
NOX1,Inhibit,Heart,Heart Failure
NOX4,Inhibit,Brain,Brain Injuries
NOX4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NOX4,Inhibit,Heart,Heart Failure
NOX4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NPAS2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NPC1,Inhibit,Liver,Liver Cirrhosis
NPC1,Inhibit,Liver,Liver Diseases
NPDC1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NPHP3,Inhibit,Liver,RENAL-HEPATIC-PANCREATIC DYSPLASIA 1
NPHP3,Inhibit,Liver,Renal hepatic pancreatic dysplasia Dandy Walker cyst
NPPA,Inhibit,Heart,Cardiomegaly
NPPA,Inhibit,Heart,"Cardiomyopathy, Dilated"
NPPA,Inhibit,Heart,Heart Failure
NPPA,Inhibit,Heart,"Heart Failure, Diastolic"
NPPA,Inhibit,Liver,Liver Cirrhosis
NPPA,Inhibit,Heart,Myocardial Infarction
NPPA,Inhibit,Heart,Myocardial Ischemia
NPPB,Inhibit,Brain,Brain Injuries
NPPB,Inhibit,Heart,"Cardiac Output, High"
NPPB,Inhibit,Heart,Cardiomegaly
NPPB,Inhibit,Heart,Cardiomyopathies
NPPB,Inhibit,Heart,"Cardiomyopathy, Dilated"
NPPB,Inhibit,Heart,Cardiotoxicity
NPPB,Inhibit,Heart,Cardiovascular Diseases
NPPB,Inhibit,Brain,Cerebral Hemorrhage
NPPB,Inhibit,Heart,"Heart Defects, Congenital"
NPPB,Inhibit,Heart,Heart Diseases
NPPB,Inhibit,Heart,Heart Failure
NPPB,Inhibit,Heart,"Tachycardia, Ventricular"
NPR1,Inhibit,Heart,Cardiomegaly
NPR1,Inhibit,Heart,Heart Failure
NPTN,Inhibit,Heart,Myocardial Ischemia
NPY,Inhibit,Heart,Cardiovascular Diseases
NPY,Inhibit,Brain,Cerebral Infarction
NPY,Inhibit,Brain,Neurobehavioral Manifestations
NQO1,Inhibit,Liver,Liver Diseases
NQO1,Inhibit,Brain,Neurotoxicity Syndromes
NQO1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
NQO2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NR0B2,Inhibit,Liver,"Carcinoma, Hepatocellular"
NR0B2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NR0B2,Inhibit,Liver,Fatty Liver
NR0B2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
NR1D1,Inhibit,Liver,Fatty Liver
NR1H2,Inhibit,Liver,"Carcinoma, Hepatocellular"
NR1H2,Inhibit,Liver,Hepatomegaly
NR1H3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NR1H3,Inhibit,Liver,Fatty Liver
NR1H4,Inhibit,Liver,"Carcinoma, Hepatocellular"
NR1H4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NR1H4,Inhibit,Liver,"CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5"
NR1H4,Inhibit,Liver,Fatty Liver
NR1H4,Inhibit,Liver,Hepatomegaly
NR1H4,Inhibit,Liver,Liver Diseases
NR1H4,Inhibit,Liver,Liver Neoplasms
NR1H4,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
NR1I2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NR1I2,Inhibit,Liver,Fatty Liver
NR1I2,Inhibit,Liver,Hepatomegaly
NR1I3,Inhibit,Liver,"Adenoma, Liver Cell"
NR1I3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
NR1I3,Inhibit,Liver,Hepatomegaly
NR1I3,Inhibit,Liver,Liver Neoplasms
NR1I3,Inhibit,Liver,"Liver Neoplasms, Experimental"
